id,question,opa,opb,opc,opd,cop,choice_type,exp,subject_name,topic_name
cbe48013-15ed-459c-9be2-00378730191e,Glucose in renal tubules reabsorbed and is transpoed through the following mechanism:,Na antepo,Na cotranspo,K antepo,K sympo,1,single,"Glucose reabsorption in the kidneys is similar to glucose reabsorption in the intestine. Glucose and Na+ bind to the sodium-dependent glucose transpoer (SGLT) 2 in the apical membrane, and glucose is carried into the cell as Na+ moves down its electrical and chemical gradient. The Na+ is then pumped out of the cell into the interstitium, and the glucose exits by facilitated diffusion glucose transpoer (GLUT) 2 into the interstitial fluid. Ref: Barrett K.E., Barman S.M., Boitano S., Brooks H.L. (2012). Chapter 37. Renal Function & Micturition. In K.E. Barrett, S.M. Barman, S. Boitano, H.L. Brooks (Eds), Ganong's Review of Medical Physiology, 24e.",Physiology,
f377b980-c15f-4dae-ac02-7a60c7c2e7bd,Shy Dragor Syndrome is,Vasovagal syncope,Orthostatic hypotension,Intestinal polyp,Acute adrenergic shock,1,single,"Shy Drager syndrome (SDS) is a rare condition that causes progressive damage to the autonomic nervous system.
A neurological syndrome associated with orthostatic hypotension.
The autonomic nervous system controls vital involuntary body function such as heart rate, breathing, and intestinal, urinary, and sexual functions. The autonomic nervous system also controls skin body temperature, and how the body responds to stress. Shy-Drager syndrome leads to dizziness or fainting when standing up, urinary incontinence, impotence, and muscle twitches.",Medicine,
f3860230-ab97-4872-b1e7-a0e3e6caf98d,A 25-year old man with bilateral gynecomastia and multiple metastatic tumor nodules in both lung fields would most likely have primary cancer of the?,Bone marrow,Testicle,Kidney,Islets cells of the pancreas.,1,multi,"This patient most likely has metastasis from a choriocarcinoma originating in his testicles.13-Human chorionic gonadotropin (j3-hCG) is released from the syncytiotrophoblast poion of the tumor. The gynecomastia most likely results from stimulation of breast tissue by the 3-hCG, which is a luteinizing hormone (LH) analog. Leukemias or multiple myeloma originating from the bone marrow are not associated with gynecomastia. Kidney tumors, especially renal adenocarcinoma, can ectopically secrete gonadotropins; however, renal tumors do not usually occur in patients this young. Islet cell tumors of the pancreas do not ectopically secrete 13-hCG or gonadotropins. Most anterior pituitary tumors are benign. Primary gonadotropinsecreting tumors are rare.",Medicine,
5a013820-3998-4956-8161-5918c73fb822,A 35-year-old female patient Radha having children aged 5 and 6 years has history of amenorrhea and galactorrhea. Blood examination reveals increased prolactin. CT of head is likely to reveal:,Pituitary adenoma,Craniopharyngioma,Sheehan's syndrome,Pinealoma,0,single,"Ans. is a, i.e. Pituitary adenomaRef: Novak 14th/ed, p1104,1109; Harrison 17th/ed, p2205-2206; Williams Gynae 1st/ed, p 338 onwards",Gynaecology & Obstetrics,Disorders in Menstruation
a1a94725-06d9-4c30-b0fb-401cdb2a1d23,Absolutely contra indicated anti-hypertensive drug in pregnancy is,Enalapril,Diazoxide,Atenolol,Nifedipine,0,single,"Ans. is 'a' i.e., Enalapril",Pharmacology,Pregnancy
427c26fd-b1a0-4a91-b494-089adb511bf8,"A 3-month-old infant is diagnosed with a membranous ventricular septal defect. A cardiac operation is performed, and the septal defect is patched inferior to the noncoronary cusp of the aorta. Two days postoperatively the infant develops severe arrhythmias affecting both ventricles. Which part of the conduction tissue was most likely injured during the procedure?",Right bundle branch,Left bundle branch,Bundle of His,Posterior internodal pathway,2,multi,"The bundle of His is a collection of specialized cardiac muscle cells that carry electrical activity to the right and left bundle branches. Because both ventricles are affected, this is the logical site of injury, for this bundle leads to the bundle branches supplying both ventricles. An injury either to the right or left bundle branch would affect only one ventricle. Terminal Purkinje fibers transmit the electrical activity to the greater sections of the ventricles, yet dysfunction in the terminal part of the conduction system would affect only a small section of one ventricle, not both. The atrioventricular node is a group of specialized cardiac muscle cells that serve to decrease the rate of conduction to the ventricles and is located in the region deep to the septal wall of the right atrium. The posterior internodal pathway is in the roof of the right atrium and is not involved here.",Anatomy,Thorax
cd523a4e-5e16-4380-a12b-c640ad543bcb,A Pt. has eccbymoses and petechiae all over the body with no hepatosplenomegaly. All are true except -,Increased megakaryocytes in bone narrow.,Bleeding into the joints,Decreased platelet in blood,Disease resolves itslef in 80% of Pt. in 2-6 weeks.,1,multi,,Medicine,
6f69c236-c4a3-4989-b476-0fe0232aae59,Clotting factors that is not affected in liver disease is?,Factors II,Factor IV,Factor IX,Factor VIII,3,single,"Factor VIII REF: Ganong's 22nd ed p. 545 All clotting factors except VIII are produced by liver, which is produced by vascular endothelium",Physiology,
83e91359-d33c-4401-a6c0-686413a9fd61,Oldest lens fibres are found in ?,Capsule,Coex,Coex,Nucleus,3,single,"Ans. is 'd' i.e., Nucleus Anatomy of crystalline lens There are three structural elements that make up lens ? 1) Lens capsule A transparent membrane surrounding the lens like a pocket. It is thicker over the anterior surface than the posterior surface. It is thickest at pre- equator region and thinnest at the posterior pole. When an aificial lens replaces the natural lens in cataract surgery (IOL implantation), it is placed in this same capsule. 2) Lens epithelium It is a single layer on the anterior (front) surface of the lens. There is no epithelium on posterior surface. The epithelial cells distribute fluid, ion and glucose through the entire lens. They also create new fibers throughout a person's life. 3) Lens fibres These are long protein fibers that are closely packed and parallel. They make up most of the lens volume and are laid horizontally, front to back, and concentrically like layers of an onion.As the lens fibres are formed throughout the life, these are arranged compactly as nucleus and coex of the lens. a) Nucleus : - It is the central pa containing the oldest fibres. it consists of different zones :- Embryonic nucleus :- Formed at 1-3 months of gestation, therefore consists the oldest primary fibres. Fetal nucleus :- Lies around the embryonic nucleus and is formed from 3 months of gestation till bih. Infantile nucleus :- Corresponding the lens from bih to pubey and surrounds the fetal nucleus. Adults :- Corresponds to the lens fibres formed after pubey to rest of the life. b) Coex :- It is the peripheral pa containg the youngest fibres. The ciliary zonules (Zonules of zinn or suspensory ligaments of lens) hold the lens in position and enable the ciliary muscle to act on it. These consist essentially of a series of fibres which run from the ciliary body and fuse into the outer layer of the lens capsule around the equatorial zone.",Ophthalmology,
9d69cc68-1a45-40d6-b8d8-c81b810fff9d,Maximum reabsorption of filtered glucose is from,PCT,DCT,Collecting disc,Thick ascending loop of Henle,0,single,"Reabsorption is the act or process of absorbing again, as the absorption by the kidneys of substances that were already secreted into the tubules, such as glucose, proteins, or sodium. Glucose molecule is maximum absorbed through PCTRef: Ganong&;s review of medical physiology; 24th edition; page no; 682",Physiology,Renal physiology
8176f69d-cf06-4f70-a3da-ad271eca0773,Which is true about measurement of BP with syphgnomonmeter versus intraaerial pressure measurements:,Less than intravascular pressure,More than intravascular pressure,Equal to intravascular pressure,Depends upon blood flow,1,multi,B i.e. More than intravascular pressure,Physiology,
975ff427-b76b-439d-ae0e-333795c748c0,The wetting of an adherent surface by an adhesive is related to:,Surface energy of the adherent,Surface texture of the adherent,Surface tension of the adherent,Nature of the adherent that is crystalline or amorphous,0,multi,,Dental,
25225c76-af30-4509-b357-97b2fe7f8cb4,In a double blind clinical drug trial -,Each patient receives a placebo,Each patient receives both (double) treatment,The patients do not know which treatment they are receiving,The patients do not know that they are in a drug trial,2,multi,"DOUBLE BLINDING: In a double-blind trial, the patients as well as the investigator are blinded i.e. they don't know who is receiving the study drug and who is receiving placebo. It removes subject & investigator bias. MC binding seen. OTHER TYPES OF BLINDING: Single blinding : Subjects are not aware of treatment. Used to remove subject bias. Triple binding : Subject, investigator & analyzer are not aware of treatment. Removes subject, investigator & analyzer bias. It is best blinding. Open study : Complete absence of blinding.",Social & Preventive Medicine,Confounding and Bias
a7febec7-b6f2-49b3-bfa3-9fffe0eed25b,"In DNA, Cytosine is passed with",Thymine,Guanine,Ademine,Uracil,1,single,"In DNA , Cytosine pairs with Guanine and Thymine pairs with Adenine. Ref : DM.VASUDEVAN.TEXTBOOK ; SEVENTH EDITION ; PAGE NO : 560",Biochemistry,Metabolism of nucleic acids
0ba60ebc-9c92-405e-8bb8-fb39ad029dd7,The method of choice of tuberculosis detection mass screening is,Tuberculin test,Sputum smear examination by direct microscopy,Mass Miniature Radiography (MMR),Sputum culture,1,single,,Social & Preventive Medicine,
8654c1da-5ba7-4f93-84be-b268b6f7afaf,What is most commonly involved in carcinoma colon -,Caecum,Rectosigtmoid colon,Transverse colon,Ascending colon,1,single,"Ans. is b' i.e., None > Rectosigmoid colonColon cancer o Viually 98% of all concers in the large intesting are adenocarcinoms.o Peak age of presentation is 60-80 years.Overall, adenocarcinoma are distributed approximately equally over the entire length of colon Robbins 8th/e p 824 Note: according to 7th/e of Robbins answer was recotosigmoid. Information given in 7th/e of Robbins were: o The most common site is rectosigmoido The distribution is as follows:?Rectosigmoid colon --> 55% Transverse colon --> 11%Cecum /ascending colon --> 22% Discending colon --> 6%other sites",Pathology,
83c5b398-10d6-432b-a521-63ddfffcca68,Which among the following is NOT true about right kidney?,Rt. kidney is preferred over the left for transplantation,It is lower than the left kidney,Rt. renal vein is shoer than the left,Ri. renal vessels are related to the duodenum,0,multi,"If the two kidneys are equal, the left is preferred for transplant due to its longer and often thicker renal vein. However, in cases when one kidney has multiple renal aeries, the kidney with the single aery is selected. Because of the liver, the right kidney is lower than the left. Right renal vein is shoer than the left. The second poion of the duodenum is in close proximity to the right renal vessels and, during right renal surgery, it must be reflected anteromedially (Kocherized) to achieve vascular control. Ref: Flechner S.M. (2008). Chapter 35. Renal Transplantation. In E.A. Tanagho, J.W. McAninch (Eds), Smith's General Urology, 17e.",Surgery,
ef77662a-4ea7-4ce4-8a38-60843846a82a,Radiosensitivity of tumour depends on:,Histology,Blood supply,Nucleus atypia,Number of cells,0,single,Ans. Histology,Radiology,
d142be53-0c25-4fcf-b649-1bb7170294bf,"A woman at 32 weeks of pregnancy, presents with labour pains. On examination, her cervix is 2 cm dilated and one uterine contraction is felt every 20 - 30 seconds. The management is :-",Isoxsuprine hydrochloride,Wait and watch,Augmentation of labour,Emergency LSCS,0,single,"The patient here is in early preterm labour Isoxsuprine hydrochlorine is a b agonist which acts as a tocolytic by reducing intracellular ionized calcium levels and prevent activation of myometrial contractile proteins. Tocolytics can be used to cause delay in delivery for up to 48 hours , allowing transpo mother with fetus in utero to a center with higher level of neonatal care and permit time for coicosteroid to act Tocolytic agents Beta agonists: Ritodrine, Isoxsuprine Calcium channel blockers: Nifedipine Calcium antagonists: MgSO4 Oxytocin antagonist: atosiban Progesterone NO (nitrous oxide) donor: NTG patck",Gynaecology & Obstetrics,Obstetrics
c1b45848-ba8e-4eb5-af37-312515242a2c,A ease of suspected homicide comes to a doctor He is supposed to inform police under section .......... of CrPC:,37,39,174,176,1,single,"Ans. b. 39 (Ref: Reddy 33e p290-297,400-401,411-41l4; 28/e p423-426: Textbook on the Indian Penal Code by Krishna Deo Gaur 4/e p594; the-indian-penal-code-pdf-d74214920)A case of suspected homicide comes to a doctor. He is supposed to inform police under section 39 of CrPC.'Section 39 of CrPC gives a list of offences, the information regarding which is to be mandatorily provided to the police. That is, the doctor is duty bound to provide information about these enlisted offences (in Sec 39 CrPC) to the police.'Important Criminal Procedure Codes (CrPC)CrPCDescription39* Doctor is duty bound to provide information about enlisted offences to the policeQ53* Examination of accused by medical practitioner at request of policeQ53A* Examination of accused of rapeQ54* Examination of arrested person by medicai officer at request of arrested personQ61* Format of summonsQ62* Summons how servedQ70* Form of warrant of arrest and durationQ174* Police inquestQ176* Magistrates inquestQ293* Exception to oral evidenceQ327* Open trial-closed room in camera trial-rape casesQImportant Indian Evidence Acts (IEA)IEADescription114ADoctrine of adverse inferenceQ (presume absence of consent)137Recording of evidenceQ139Cross-examination of a person called to produce a documentQ141Leading questionsQ152Question intending to insult or annoyQ159Refreshing memoryQ162Production of documentsQ SectionDeals with44 IPCDefinition of injury (any harm caused to a person in body, mind, reputation or property)53 IPCAn accused can be examined by a medical practitioner at the request of police, even without his consent and by use of forceQ84 IPCInsanity & criminal responsibilityQ85 IPCCriminal responsibility of a person incapable of judgment by reasons intoxication caused against his will191 IPCDefines perjury or hostile witnessQ193 IPCPunishment for perjuryQ197 IPCPunishment for doctors for submitting false medical certificates202 IPCIntentional omission to give information of offence by person bound to inform228A IPCDisclosure of identity of victim of certain offences under section 376 (rape) Q269 IPCNegligent act likely to spread infection or disease dangerous to lifeSectionDeals with270 IPCMalignant act likely to spread infection or disease dangerous to life299 IPCCulpable homicideQ300 IPCDefinition of murderQ302 IPCPunishment for murderQ304A IPCCausing death by negligence, punishment up to 2 years (medical negligence)304B IPCDowry deathQ, punishment 7 years to life imprisonment306 IPCAbetment of suicideQ307 IPCAttempt to murderQ306 IPCAbetment to commit culpable homicideQ312 IPCCausing illegal miscarriage with woman's consentQ313 IPCCausing illegal miscarriage without woman's consentQ314 IPCDeath of mother caused by act done with intent to cause miscarriageQ315 IPCAct done with intent to prevent child being born alive or to cause it to die after birthQ316 IPCCausing death of quick unborn child by act amounting to culpable homicideQ317 IPCExposure & abandonment of child under 12 years318 IPCConcealment of birth by secret disposal of dead body319 IPCDefinition of Hurt (whoever causes bodily pain, disease, or infirmity to any person is said to cause hurt)320 IPCGrevious hurtQ definition321 IPCVoluntarily causing hurtQ322 IPCVoluntarily causing Grevious hurtQ323 IPCPunishment for voluntarily causing hurt324 IPCVoluntarily causing hurt by dangerous weapons or means325 IPCPunishment for voluntarily causing grievous hurt326 IPCVoluntarily causing grievous hurt by dangerous weapons or means330 IPCVoluntarily causing hurt to extort confession or to compel restoration of property331 IPCVoluntarily causing grievous hurt to extort confession or to compel restoration of property351 IPCDeals with assaultQ354 IPCAssault or criminal force to woman with intent to outrage her modesty375 IPCDefines rapeQ376 IPCPunishment of rapeQ377 IPCUnnatural sexual offencesQ497 IPCAdultery",Forensic Medicine,"Law & Medicine, Identification, Autopsy & Burn"
6c6fe55e-aac4-4f1e-9ab5-a2cc6ce4086c,All of the following are vasodilators except,Methyl dopa,Nitroprusside,Hydralazine,Diazoxide,0,multi,"Methyldopa is a centrally acting alpha-agonist Hydralazine, diazoxide, and nitroprusside are vasodilators. Hydralazine, diazoxide- aeriolar dilators- potassium channel openers Nitroprusside- both aeriolar and venous dilator REF.Essentials of Medical Pharmacology-kD Tripathi 8th ed.",Pharmacology,Cardiovascular system
290f160f-71b0-4d89-89c6-4db84eee6411,All are sphincters of lower genito urinary tract of female except?,Pubovaginalis,External urethral sphincter,Internal urethral sphincter,Bulbospongiosus,2,multi,"Ans is 'c' i.e. Internal urethral sphincter There is no internal urethral sphincter in females. It is present in males at the bladder neck and proximal urethral. Its function is to prevent retrograde ejaculation of semen into the bladder during the time of ejaculation.In males the detrusor muscle fibers of the bladder at the region of bladder neck and proximal urethra are organized into internal urethral sphincter which is under involuntary control.In females the musculature surrounding the internal urethral orifice of the bladder is not organized into an internal sphincter.External urethral sphincter is present in both males and females.* Vaginal sphincter is formed by the fibres of pubococcygeus known as pubovaginalis.* There are other muscles also which contribute in compressing the vaginal orifice.* The Bulbospongiosus muscle fibres run anteriorly on either side of the vagina to attach to the corpora cavernosa of the clitoris and posteriorly to perineal body. Bulbospongiosus in females acts to constrict the vaginal orifice andexpress the secretions of greater vestibular glands. * The external urethral sphincter is composed of 3 muscles - sphincter urethrae, compressor urethrae, and urethrovaginal is sphincter (or muscle); last 2 muscles found in females only.* When external urethral sphincter contracts to compress the urethra, it compresses the vaginal orifice also.Muscles of the female perineum.",Anatomy,Female Genital System
c1f17b1c-d8d4-4dda-940b-7745fbe64934,Active form of vitamin D is,25 - OH - cholecalciferol,1- 25 - dihydroxy cholecalciferol,Ergocalciferol,Cholecalciferol,1,single,"Ans. b (1,25,dihydroxy cholecalciferol). (Ref. Harrison's 17th Chapter 346; Ganong 21st/pg.392).*D2 = ergocalciferol, consumed in milk.*D3 = cholecalciferol, formed in sun-exposed skin.*25-OH D3 = storage form.*1,25 (OH)2 D3 (calcitriol) = active form.VITAMIN D# 1, 25, dihydroxy cholecalciferol is active form of vit D formed from 25hydroxy cholecalciferol in PCT.# Since it is a steriod, it acts via receptors (steroid receptor superfamily).# The mRNAs are produced in response to 1, 25 dihydroxy cholecalciferol diacetate formation of family of calbindinD proteins found in intestine, brain and kidneys, which facilitates Ca++ movement across intestine and Ca++ is absorbed. In addition it also facilitates Ca++ reabsorption in kidneys, increases synthetic activity of osteoblasts and is must for normal calcification of matrix.# Vitamin D is synthesized in skin in response to UV radiation and is also absorbed from the diet.# It is then transported to the liver, where it undergoes 25-hydroxylation.# This metabolite is the major circulating form of vitamin D.# The final step in hormone activation, la-hydroxylation, occurs in the kidney.# A reduction in serum calcium below ~2.2 mmol/L (8.8 mg/dL) prompts a proportional increase in the secretion of parathyroid hormone (PTH) and so mobilizes additional calcium from the bone.# PTH promotes synthesis of l,25(OH)2D in the kidney, which, in turn, stimulates the mobilization of calcium from bone and intestine and regulates synthesis of PTH by negative feedback.# The most specific screening test for vitamin D deficiency is a serum 25(OH)D level.",Biochemistry,Vitamins and Minerals
be52a718-25ea-407a-ace1-270d49fc194c,Higher pulse frequency of GnRH,Stimulates FSH Preferentially,Stimulates LH Preferentially,Decreases both FSH and LH,Decreases LH preferentially,1,multi,"Higher pulse frequency preferentially stimulates LH, whereas lower frequency favors FSH secretion.",Gynaecology & Obstetrics,
3a34e1f0-c551-4b2f-adcf-fa8bd962c4d3,Mousy (musty) odour of urine is feature of,Phenylketonuria,Maple syrup urine disease,Glutaric acidemia,Howkinsinuria,0,single,"Ans. a (Phenylketonuria) (Ref. Harper's Biochemistry 25th/pg. 335,815)INBORN ERRORS OF AMINO ACID METABOLISM ASSOCIATED WITH ABNORMAL ODORInborn error of metabolismUrine odor1Glutaric acidemia (type II)Sweaty feet, acrid2HawkinsinuriaSwimming pool3Isovaleric acidemiaSweaty feet, acrid4Maple syrup urine diseaseMaple syrup/Burnt sugar5HypermethioninemiaBoiled cabbage6Multiple carboxylase deficiencyTomcat urine7Oasthouse urine diseaseHops-like8PhenylketonuriaMousy or musty9TrimethylaminuriaRotting fish10TyrosinemiaBoiled cabbage, rancid butterPHENYLKETONURIA# impaired ability to convert phenylalanine to tyrosine fall into three broad groups:- Classic Phenylketonuria or Type I - Phenylalanemia -^Defect in phenylalanine hydroxylase- Phenylalanemia type II and III - defect in Dihydrobiopterin reductase- Type IV and V defect - in Dihydrobiopterin biosynthesis.# Catabolites phenyl acetate and others are excreted in urine and responsible for ""Mousy odor""# C/F:- Mental retardation- Seizures- Psychoses- Eczema- Mousy odor# Diagnosis By:- Guthrie's test (Microbiological test, phenylalanine is necessary for growth of Bacillus subtilis)Q- 10% ferric chloride test: on fresh urine: Emerald green color Q.- Fluorometric assay- Dinitrophenylhydrazine: yellow ppt. with fresh or old urine.# T/t:- Diet restriction of phenylalanine but not completely- As it is necessary for normal growth and may be terminal by age 6 yrs.- MR can be prevented if diet restriction is initiated within few weeks after birth.MAPLE SYRUP URINE DISEASE (BRANCHED-CHAIN KETONURIA)# Absence of alpha-keto acid decarboxylase# Leads to defect in metabolism of Branched-chain amino acid--leucins, isoleucine and valine# ""Maple syrup or Burnt sugar"" odor of urine# FeC12 test gives Navy Blue colorISOVALERIC ACIDAEMIA:# Sweety foot syndrome# Deficiency of Isovaleryl CoA dehydrogenase.# C/F-- ""Cheesy odor"" of breath and body fluids.",Biochemistry,Proteins and Amino Acids
f8dba790-1ca1-44c1-b86d-e4c28af20aa3,Which of the following has least extra-pyramidal side effect?,Haloperidol,Fluphenazine,Clozapine,Flupenthioxol,2,single,Clozapine and risperidone are atypical neuroleptics with least extrapyramidal side effects among all an psychotics.,Pharmacology,All India exam
8c520c33-c15c-4261-8ac3-3a26d8e01bfc,A 24-year-old accountant complains of a white discharge from his breasts. He is most likely experiencing which one of the following?,A tumor of the posterior pituitary that could be surgically removed,Excessive production of OT in the hypothalamus,Deficient testosterone receptors in the mammary glands,A prolactinoma that would decrease its secretory activity in response to bromocriptine (an analog of dopamine),3,multi,"The accountant has galactorrhea (inappropriate production of milk) caused by a prolactinoma (a tumor of the anterior pituitary that secretes PRL). Dopamine, the major regulator of PRL secretion, inhibits PRL production and release by the anterior pituitary. Bromocriptine is a drug that acts like dopamine to inhibit PRL release. While OT stimulates the ejection of milk from the mammary gland, PRL is necessary for milk to be produced in the gland. Neither glucagon nor testosterone will affect milk production. PRL is produced in the anterior pituitary, not the posterior pituitary.",Biochemistry,Endocrinology
58e1dbe7-bb63-4222-a2d5-12a9114a603b,Which of the changes occur in bone growth -,Increased acid phosphatase,Increased urinary calcium,Increased bone nucleotidase,Increased osteocalcin,3,single,"During bone growth and development, bone formation, i.e. osteoblastic activity predominates → Osteocalcin is used as sensitive and specific serum marker for osteoblastic activity.",Orthopaedics,
0e8df3b1-79ed-466c-a60f-8a04a8d13276,Keratocyst has all of the following features except:,It is more common in mandible,May be filled with thin straw coloured fluid,Low recurrence rate,Expansion of bone clinically seen,2,multi,,Pathology,
1ff50b53-5854-40ad-9ddc-3b9710535484,Alexithymia is:,A feeling of intense rapture,Pathological sadness,Affective flattening,Inability to recognise and describe feelings,3,single,"D ref: Ahuja, 4th/e p. 13 and 5th/e p. 252",Psychiatry,Mood Disorders
75266729-c014-4fda-aab3-2a602f619727,The operation where in the stump of the stomach is directly anastomosed to the stump of the duodenum is called -,Polya gastrectomy,Hoffmeister gastrectomy,Billroth I gastrectomy,Billroth II gastrectomy,2,multi,,Surgery,
4e0bffa5-ef60-4b1b-9755-389e4e93809c,Nerve supply to musculature of urinary bladder is ?,Symphathetic,Parasympathetic,Both,None,2,multi,"Ans. is 'c' i.e., BothParasympathetic supply is motor to detrusor muscle and inhibitory to sphinchter vesicae. Sympathetic supply is motor to sphincter vesicae and inhibitory to detrusor muscle.Nerve supply of bladderBladder is supplied by both sympathetic and parasympathetic fibers.Parasympathetic : Preganglionic fibers arise from S2 to S4 cord segments, pass pelvic splanchnic nerves. After relay in ganglion cells in pelvic plexus (inferior hypogastric plexus) and in bladder wall, postganglionic fibers supply detrusor muscle. Contraction of detrusor muscle is mediated by cholinergic muscarinic receptors(M3).Preganglionic parasympathetic neurons at S2,and S4cord segments innervating bladder form sacral micturition center.Sympathetic : Preganglionoic fibers arise from lateral horn cells of T1-L2 cord segments and pass lower lumbar splanchnic nerves, superior hypogastric plexus (presacral nerve of Latarjet) to reach inferior hypogastric (pelvic) plexus. After relay in pelvic ganglia, postganglionic sympathetic fibers (i) stimulate sphincter vesicae (internal urethral sphincter) a, adrenoceptors and (ii) cause relaxation of detrusor muscle 132 adrenoceptors. It can also inhibit presynaptically the parasympathetic ganglia a, adrenoceptorsVisceral afferents : (1) pain fibers from bladder pass through both parasympathetic and sympathetic pathway and enter TH-L2 and S2-S4 cord segments, hence referred pain is felt in lower pa of anterior abdominal wall (hypogastrium), upper pa of front of thigh, scrotum or labium majus, penis or clitoris, and perineum. Centrally, spinothalmic pathway conducts pain impulses from bladder.Stretch afferents : arising from stretch receptors in the bladder wall pass pelvic splanchnic nerves, enter S2, S3 and S4 cord segments and establish reflex connections with sacral micturition center, which innervates detrusor.So afferent and efferent limb of this micturition reflex is formed by pelvic splanchnic nerves.Sacral mictruition center and the micturition reflex are controlled by facilitatory and inhibitory centers located in pons and paracentral lobule of frontal lobe of cerebum.",Anatomy,
f5153d1d-ee92-4861-9965-d9a7fe7734f8,______ muscle pulls the tongue upwards and backwards during swallowing:,Hyoglossus,Palatoglossus,Superior longitudinal,Styloglossus,3,multi,,Anatomy,
96a2f0e6-2567-4a5d-b571-cf90a79020e9,A ninfectiousdisease shows iceberg phenomenon. That means it has -,More case fatality rate,More SAR,More subclinical cases,More complications,2,single,"Ans. is 'c' i.e., More subciinicai cases iceberg of diseaseo Disease in a community may be compared with an iceberg.o The floating tip of the iceberg represents what the physian sees in the community, Le. clinical cases (Diagnosed case, symptomatic case or clinically apparent case).o The vast submerged portion of the iceberg represents the hidden mass of disease, i.e. latent, inapparent, presymptomatic and undiagnosed cases and carriers in the community,o The ""waterline"" represents the demarcation between apparent and inapparent disease,o Epidemiologist is concerned with Hidden portion of iceberg whereas clinician is concerned with tip of iceberg.o Screening is done for Hidden portion of iceberg whereas diagnosis is done for tip of iceberg,o Iceberg phenomenon of disease is not shown by rabies, tetanus and measles.o The clinician concerned only with the tip of iceberg, i.e symptomatic cases that are seen in clinical treatment, this can result in inaccurate view of the nature and causes of a disease results because the minority of the cases are studied (hidden cases submerged portion of ice berg is not studied) -->> Clinician's Fallacy.o Diseases writh a great deal of subciinicai infection (therefore have iceberg phenomenon) arei) Rubellaiii) Poliov) Japanese encephalitisvii) Influenzaii) Mumpsiv) Hepatitis A and Bvi) Diphtheria",Social & Preventive Medicine,Concept of disease causation
4653c808-2f03-435a-b2c2-1c9794b5a017,Commonest site of Hypertensive intracerebral bleed is?,Pons,Putamen,Frontal lobe,Thalamus,1,single,"Ans. (b) PutamenRef: Harrison's Internal Medicine, 17thed ch-364, Cerebrovascular Disease table 364-5",Medicine,Cerebrovascular
b2369aeb-f841-42ac-97cd-fc94edff98b8,"Regarding diagnostic use of FSH in menopause, true is all except",Test is best done on day 3 → 5 of the cycle.,Two measurements at least 2 weeks to 3 months apart is recommended.,Useful to predict when menopause will occur.,Monitoring FSH levels on treatment is of little value.,2,multi,FSH levels are of no use at predicting when menopause will occur.,Gynaecology & Obstetrics,
b9232c3f-460a-41be-91b2-6b65bb473529,"The frequently occurring value in a distribution of data is: September 2012, March 2013 (b)",Median,Mode,Standard detion,Mean,1,single,Ans: B i.e. Mode The mode is the value that appears most often in a set of data.,Social & Preventive Medicine,
97517925-a141-4eff-8faf-27b7be7df20d,Two antihistaminics terfenadine and astemizole were withdrawn from the market following the occurrence of cardiac arrhythmias when they were present in high levels in the blood. These effects were explained by the fact:,Use of these drugs by addicts,Genetic predisposition to metabolize succinylcholine slowly,Concurrent treatment with phenobarbital,"Treatment of these patients with erythromycin, a macrolide antibiotic",3,single,"Astemizole and terfenadine are metabolized by microsomal enzymes. Erythromycin inhibits these enzymes and raises the plasma concentration of these drugs. At high levels, these agents block cardiac K+ channels leading to arrhythmias.",Pharmacology,"Histamine, 5-HT and PGs"
c056d07f-cae0-4937-ad98-38f13502cbf9,Which vitamin deficiency may lead to Keratinization,A,B,C,D,0,single,A i.e. A,Anatomy,
5ce6a458-c485-4a77-8e89-c9ca779947ec,GH secretion is,Greater in early morning,Greater in evening,Increases on preolonged fasting,Stimulates B-cells of pancreases directly,2,single,"Peptide hormones. ... Sex hormones. ... Clonidine and L-DOPA by stimulating GHRH release. a4b2 nicotinic agonists, including nicotine, which also act synergistically with clonidine. Hypoglycemia, arginine and propranolol by inhibiting somatostatin release. Deep sleep. Insulin. Ref: guyton and hall textbook of medical physiology 12 edition page number: 550,551,552",Physiology,Endocrinology
04fe7e76-01c3-4018-b930-6677c529d7cb,Which of the following perinatal infections has the highest risk of fetal infection in the first trimester,Hepatitis B virus,Syphillis,Toxoplasmosis,Rubella,3,single,"RUBELLA Possibility of fetal infection is almost 90% when maternal transmission occurs during 1st trimester. its around 50% in the second trimester. Some of the possible effects are: Sensorineural Hearing loss, eye defects like cataracts and micro ophthalmia, Hea diseases like septal defects, Pulmonic stenosis, mental retardation. Also seen are Neonatal purpura, radiolucent bone disease & hepatospleenomegaly",Gynaecology & Obstetrics,Medical Illness Complicating Pregnancy
a7a48130-f02f-4a1d-bc28-1ccc7a03d0f0,A lady undergoes radical hysterectomy for stage lb ca cervix. It was found that cancer extends to lower pa of body of uterus and upper pa of cervix next step of management will be:,Chemotherapy,Radiotherapy,Chemoradiation,Follow-up,3,multi,"Radical hysterectomy:removal of uterus ,tubes,ovaries on both sides, upper half of vagina,parametrium,draining primary cervical lymph nodes,common iliac rarely.Done in stage IB &IIA.Concomittant platinum based chemotherapy and primary radiation. Majority of recurrence cases occur in first 2 years. Follow up protocols should be 3-4 months interval for first 2 years and thereafter annually. D.C.DUTTA'S TEXTBOOK OF GYNAECOLOGY,Pg no:354,6th edition",Gynaecology & Obstetrics,Gynaecological oncology
